person_id,first_name,last_name,date_of_birth,gender,nationality,occupation,employment_status,declared_monthly_income,income_currency,city,region,country,phone_hash,address_hash,created_at
P000404,Gedion,Haile,1985-08-28,M,Ethiopian,domestic_worker,Employed,8512,ETB,Addis Ababa,Addis Ababa,Ethiopia,,a2d122f01221cb0c,2022-06-05T17:20:34.430510
P000405,Metasebiya,Abenezer,1999-09-03,F,Ethiopian,teacher,Employed,13701,ETB,Addis Ababa,Addis Ababa,Ethiopia,289d393f7024b134,7a773bd5bfb72aae,2025-05-12T22:07:54.595185
P000406,Belaynesh,Tefera,1994-08-14,F,Ethiopian,day_laborer,Employed,3236,ETB,Addis Ababa,Addis Ababa,Ethiopia,48205da41f9aeab0,f8ba5cec6562e78a,2023-08-09T05:40:12.719083
P000407,Temesgen,Getahun,1999-04-14,M,Ethiopian,cashier,Employed,6558,ETB,Dessie,Amhara,Ethiopia,08d1eebf08cbfa5a,9114b62971f2fa04,2022-08-18T00:27:31.259018
P000408,Serkalem,Mamo,1963-10-17,F,Ethiopian,merchant,Self-Employed,13180,ETB,Dessie,Amhara,Ethiopia,9441f22e19532c9f,e16cd2a7743223fe,2024-02-23T05:06:41.121852
P000409,Gebre-Mariam,Hassen,1990-11-12,M,Other,unemployed,Unemployed,2000,ETB,Addis Ababa,Addis Ababa,Ethiopia,29e9cb0ccf783255,3e45680046968e6a,2025-07-31T06:14:06.199541
P000410,Elizabeth,Kiros,1972-07-01,F,Ethiopian,day_laborer,Employed,3082,ETB,Addis Ababa,Addis Ababa,Ethiopia,d17e3d6770d06bdc,1987b59d38d4f202,2022-06-27T07:17:23.340968
P000411,Feven,Gebre-Meskel,1986-05-08,F,Ethiopian,day_laborer,Employed,3577,ETB,Nekemte,Oromia,Ethiopia,8007baa9c8f261d3,ad38ce16bbfb7e68,2025-10-09T16:13:58.584131
P000412,Selamawit,Ezra,2002-10-14,F,Ethiopian,farmer,Self-Employed,3969,ETB,Addis Ababa,Addis Ababa,Ethiopia,2cf8de9a20872ffa,3e95e6c1525c78a6,2022-10-10T19:44:10.682713
P000413,Aman,Mesfin,1985-05-29,M,Ethiopian,freelancer,Self-Employed,21542,ETB,Arba Minch,SNNPR,Ethiopia,90233cb8d703d4e3,0500f6416efcbbdd,2024-09-05T10:05:09.060317
P000414,Semira,Fikru,1999-12-20,F,Ethiopian,nurse,Employed,7088,ETB,Dilla,SNNPR,Ethiopia,094978f1a8e0f5eb,2f583db6f097c898,2022-05-12T03:24:52.953312
P000415,Sofonyas,Amha,2005-07-21,M,Ethiopian,day_laborer,Employed,2742,ETB,Dire Dawa,Dire Dawa,Ethiopia,f3b64cc8a20ae53d,3e1c5d78040dddf9,2024-03-08T09:41:14.040662
P000416,Kiros,Dagim,1974-02-22,M,Ethiopian,freelancer,Self-Employed,41313,ETB,Bahir Dar,Amhara,Ethiopia,909b9e093ccbdc39,bee42be4524b5806,2023-08-20T11:52:29.514655
P000417,Demerew,Besufekad,1986-04-25,M,Ethiopian,ngo_worker,Employed,23598,ETB,Addis Ababa,Addis Ababa,Ethiopia,6c46844cfb83ffc9,2098be5f537c0db8,2023-08-31T21:23:42.080795
P000418,Etenesh,Endrias,1972-12-04,F,Ethiopian,student,Student,3770,ETB,Asella,Oromia,Ethiopia,11ad30bcbea32d5f,def807f1298e1411,2025-07-15T07:15:16.827660
P000419,Eyasu,Kefyalew,1980-05-09,M,Ethiopian,student,Student,2674,ETB,Bahir Dar,Amhara,Ethiopia,46299989f17a7a27,2859212f753dad87,2025-12-10T12:50:27.845019
P000420,Edom,Tadele,1976-02-03,F,Ethiopian,merchant,Self-Employed,34256,ETB,Nekemte,Oromia,Ethiopia,0efe03fec0c0259e,f5bca013b7d72be2,2024-11-27T07:19:10.022592
P000421,Zinash,Tamrat,1962-11-21,F,Ethiopian,farmer,Self-Employed,10444,ETB,Bahir Dar,Amhara,Ethiopia,40c73205e69e45ad,14a8a440bade7882,2025-06-01T14:28:10.334007
P000422,Dereje,Gebre-Meskel,1991-07-02,M,Ethiopian,teacher,Employed,14556,ETB,Addis Ababa,Addis Ababa,Ethiopia,09245de8409cd1cd,899386dcaa8e127a,2023-04-03T11:39:53.426168
P000423,Ibrahim,Beyene,1974-07-26,M,Ethiopian,business_owner,Self-Employed,62301,ETB,Adama,Oromia,Ethiopia,fab00f0602db900f,25f0fdf715f43175,2025-05-20T04:42:02.299752
P000424,Tsegaye,Behailu,1979-09-29,M,Ethiopian,government_employee,Employed,22166,ETB,Bahir Dar,Amhara,Ethiopia,4b112d3e1dab5d27,8caf2d373424739d,2022-11-24T05:27:34.168866
P000425,Dagmawit,Kidus,1984-01-26,F,Ethiopian,farmer,Self-Employed,2948,ETB,Addis Ababa,Addis Ababa,Ethiopia,,44ac44924387e52e,2025-02-16T03:02:55.962127
P000426,Edom,Abdulahi,1996-05-10,F,Ethiopian,student,Student,2229,ETB,Gondar,Amhara,Ethiopia,3cb39f9d180c71ff,35ad39e82bafaaa8,2022-07-21T16:15:20.409830
P000427,Dagim,Redwan,1974-06-03,M,Ethiopian,engineer,Employed,22292,ETB,Sodo,SNNPR,Ethiopia,e60d5d00ed021034,406dcd2032fe513a,2025-10-16T03:35:10.164037
P000428,Fekerte,Admasu,1994-09-06,F,Ethiopian,government_employee,Employed,16085,ETB,Nekemte,Oromia,Ethiopia,d864ade4ccb9c320,ff3801cdcbeee4c9,2023-01-08T12:31:26.315929
P000429,Markos,Alemayehu,1968-05-09,M,Ethiopian,business_owner,Self-Employed,30046,ETB,Dire Dawa,Dire Dawa,Ethiopia,fe988be37a39938b,f6eea5c87179c4df,2023-08-14T00:32:22.114839
P000430,Sitota,Leul,1970-03-20,F,Other,farmer,Self-Employed,13463,ETB,Hosaena,SNNPR,Ethiopia,b708990d19076d37,e3e930fa1505ecbf,2022-02-24T05:16:47.301604
P000431,Eyerusalem,Sisay,2005-05-22,F,Ethiopian,teacher,Employed,11009,ETB,Addis Ababa,Addis Ababa,Ethiopia,80375f6b62dc3b20,c8aa5a75fd4d72e8,2024-11-08T01:14:29.142694
P000432,Saron,Atlabachew,1995-08-04,F,Ethiopian,driver,Employed,5419,ETB,Gondar,Amhara,Ethiopia,8d40ba211411ef40,fb7d914fef1b3775,2024-04-17T17:41:11.847320
P000433,Mulu,Zeleke,2002-12-14,F,Ethiopian,teacher,Employed,11903,ETB,Nekemte,Oromia,Ethiopia,1ac83d5780465691,23f4fb5a0aa1625b,2025-07-22T02:36:18.162287
P000434,Messeret,Seifu,1997-12-24,F,Ethiopian,doctor,Employed,48488,ETB,Arba Minch,SNNPR,Ethiopia,20747f4752ad4972,,2023-07-02T03:35:50.666793
P000435,Bemnet,Kassahun,1979-06-01,M,Other,freelancer,,44083,ETB,Gondar,Amhara,Ethiopia,07d325efa4537f9d,520e0e094ba710b1,2025-08-14T02:50:43.363029
P000436,Kassahun,Dilnesaw,1968-08-08,M,Ethiopian,business_owner,Self-Employed,114917,ETB,Gondar,Amhara,Ethiopia,d24969d3c6183abf,,2023-11-10T22:05:55.279792
P000437,Dilnesaw,Dagmawi,1990-07-15,M,Ethiopian,ngo_worker,Employed,16669,ETB,Hawassa,Sidama,Ethiopia,707d3c7567ae51b0,1430d7ed6f0d56b9,2024-11-20T01:14:29.468401
P000438,Abigia,Amanuel,2007-01-09,F,Ethiopian,student,Student,5539,ETB,Mekelle,Tigray,Ethiopia,,,2024-09-15T02:02:38.245804
P000439,Inku,  Samson,1988-02-03,F,Ethiopian,student,Student,3891,ETB,Addis Ababa,Addis Ababa,Ethiopia,b36efd64e588e19e,ebd68a8460956e0c,2023-03-20T07:13:56.727374
P000440,Alemtsehay,Fikru,1968-11-13,F,Ethiopian,engineer,Employed,28742,ETB,Addis Ababa,Addis Ababa,Ethiopia,e197ac6e94f301ac,23c5ff6021f702c0,2022-03-21T23:19:59.169761
P000441,Hermela,Yakob,2004-12-07,F,Ethiopian,unemployed,Unemployed,2000,ETB,Asella,Oromia,Ethiopia,3af264170032ef65,0f6c91595f93adc4,2024-03-02T21:20:40.839133
P000442,Berhe,Dawit,1962-12-11,M,Ethiopian,student,Student,2170,ETB,Addis Ababa,Addis Ababa,Ethiopia,,,2022-11-24T19:19:50.711340
P000443,Ayana,Ezra,1972-10-07,F,Ethiopian,freelancer,Self-Employed,19319,ETB,Addis Ababa,Addis Ababa,Ethiopia,4ef843fcd1b11c23,,2023-02-18T09:01:18.058291
P000444,Paulos,Sofonyas,2000-01-17,M,Other,lawyer,Employed,65318,ETB,Bahir Dar,Amhara,Ethiopia,35f5559ac11a8739,1d35e982c1202ced,2025-01-09T09:33:54.017618
P000445,Mesfin,Getnet,2006-01-02,M,Ethiopian,freelancer,Self-Employed,9325,ETB,Nekemte,Oromia,Ethiopia,73cabc538d45018c,6e4e0f62fa0a1da3,2025-10-31T10:19:14.028326
P000446,Tsedenia,Yelekal,2003-10-21,F,Ethiopian,lawyer,Employed,33175,ETB,Dire Dawa,Dire Dawa,Ethiopia,80d3dc21f7e9e718,40daa459671cb135,2023-10-05T09:47:28.295866
P000447,Tenagne,Rediet,1996-08-16,F,Ethiopian,teacher,Employed,27755,ETB,Addis Ababa,Addis Ababa,Ethiopia,7d246ae7207459cb,9da42bd6fd701265,2022-06-22T05:08:08.126987
P000448,Misrak,Abay,1965-05-06,F,Ethiopian,ngo_worker,Employed,20521,ETB,Jimma,Oromia,Ethiopia,2f36001626d4e736,,2022-07-10T18:12:30.855941
P000449,Ali,Tekeste,1972-07-29,M,Ethiopian,nurse,Employed,8890,ETB,Bishoftu,Oromia,Ethiopia,cdce9659d4180ee8,60a671f057dff2f9,2022-09-03T19:00:17.027660
P000450,Biftu,Zewdu,1992-07-15,F,Ethiopian,engineer,Employed,16372,ETB,Asella,Oromia,Ethiopia,af3a0087cffd47d6,274748ff68702c08,2023-07-15T14:31:46.087274
P000451,Issak,Atlabachew,1998-01-08,M,Ethiopian,merchant,Self-Employed,37282,ETB,Shashamane,Oromia,Ethiopia,37aa110e0dae198b,8a512b4793e23469,2024-04-11T23:53:09.315507
P000452,Yodit,Tadele,2007-07-26,F,Ethiopian,software_engineer,,58645,ETB,Addis Ababa,Addis Ababa,Ethiopia,c886f982ed55bd11,ec3041874b13df9f,2022-11-10T03:45:00.793073
P000453,Arssema,Ketema,1970-05-30,F,Ethiopian,farmer,Self-Employed,7093,ETB,Harar,Harari,Ethiopia,,88ce2db61e0662d9,2022-03-29T04:07:12.908811
P000454,Asheber,Bisrat,1978-01-17,M,Ethiopian,lawyer,Employed,22610,ETB,Mekelle,Tigray,Ethiopia,7d834f05a23f5431,be78bfadbdd4dc6f,2023-08-19T01:16:36.915044
P000455,Nebiyou,Gashaw,2001-08-03,M,Ethiopian,day_laborer,Employed,2261,ETB,Addis Ababa,Addis Ababa,Ethiopia,d97e8e21591cd3ae,33d0e56e8af066e6,2023-01-07T19:33:59.122736
P000456,Fikru,Abayneh,1973-07-07,M,Ethiopian,student,Student,3384,ETB,Bishoftu,Oromia,Ethiopia,,e5015f67d83385cf,2024-10-29T14:28:31.952756
P000457,Tiruwork,Michael,1979-02-11,F,Ethiopian,farmer,Self-Employed,9513,ETB,Addis Ababa,Addis Ababa,Ethiopia,df65052ec4023770,0a6197d8bc9e2bcb,2025-10-05T09:09:13.735360
P000458,Gebre-Meskel,Dagmawi,1971-06-21,M,Ethiopian,software_engineer,Employed,29045,ETB,Hawassa,Sidama,Ethiopia,569acd8129b7440c,a67c1d08d1c277e7,2025-06-30T13:41:05.316564
P000459,Tsedenia,Desta,1977-09-14,F,Ethiopian,unemployed,Unemployed,2000,ETB,Adama,Oromia,Ethiopia,9c58d4a4760c7b21,c6505d11da109976,2022-11-03T08:08:18.688546
P000460,Makeda,Shimelis,1997-09-13,F,Ethiopian,government_employee,Employed,6543,ETB,Mekelle,Tigray,Ethiopia,1e309e68f26c5577,,2023-11-26T20:22:21.873610
P000461,Eyerus,Atinafu,1978-08-10,F,Ethiopian,accountant,,11641,ETB,Addis Ababa,Addis Ababa,Ethiopia,17a52cb2d76a880c,a7b9f74da3654394,2025-05-15T01:12:44.777460
P000462,Medhin,Zekarias,1993-06-27,M,Ethiopian,teacher,Employed,8052,ETB,Addis Ababa,Addis Ababa,Ethiopia,,bf822d58b0187722,2023-05-02T07:12:10.628395
P000463,Azalech,Tibebu,2002-10-06,F,Ethiopian,teacher,Employed,15795,ETB,Gondar,Amhara,Ethiopia,a7a5294d304dbc66,9c95eb9b22b2978d,2023-08-13T18:37:53.389559
P000464,Kefyalew,Haile-Mariam,1996-02-12,M,Ethiopian,student,Student,5525,ETB,Adama,Oromia,Ethiopia,ed292ead86384d4c,da84943f6605222c,2022-08-27T05:44:16.713090
P000465,Inku,Taye,1991-05-22,F,Ethiopian,software_engineer,Employed,13390,ETB,Nekemte,Oromia,Ethiopia,fee864e4e0d2d224,e1cdd1b91dfae99a,2025-11-17T14:32:10.804571
P000466,Sinetebeb,Husein,2001-11-04,F,Ethiopian,nurse,,21210,ETB,Gondar,Amhara,Ethiopia,a41301680b28559e,c84e2775f481a8c5,2024-07-12T17:51:22.453572
P000467,Mekdes,Anteneh,1961-01-27,F,Ethiopian,day_laborer,Employed,5362,ETB,Harar,Harari,Ethiopia,3904d8877eef2348,75c181c993c88750,2022-10-28T10:08:08.121977
P000468,Sinetebeb,Debebe,2007-03-05,F,Ethiopian,teacher,Employed,13453,ETB,Adama,Oromia,Ethiopia,6636e4fbe3361f78,42a65107f18ca144,2023-01-28T14:23:23.608434
P000469,Yosef,Atlabachew,1969-12-02,M,Ethiopian,student,Student,2237,ETB,Addis Ababa,Addis Ababa,Ethiopia,8314452c561c9077,afee9f269767f0d6,2024-11-08T01:14:51.414652
P000470,Eskedar,Robel,1971-12-02,F,Ethiopian,student,Student,4633,ETB,Dire Dawa,Dire Dawa,Ethiopia,d7f2a2770a7d8544,,2024-12-16T15:18:53.260769
P000471,Ayele,Fistum,1987-02-23,M,Other,freelancer,Self-Employed,12099,ETB,Addis Ababa,Addis Ababa,Ethiopia,1849c00fa83a68d2,,2022-07-27T07:30:32.726693
P000472,Mikias,Wolde-Giorgis,1974-09-16,M,Ethiopian,software_engineer,Employed,36948,ETB,Gondar,Amhara,Ethiopia,8c9c5309d5cd5d14,75170642adcaf3b9,2025-04-22T15:05:14.398104
P000473,Mekuriya,Ketema,2003-10-18,M,Ethiopian,merchant,Self-Employed,20277,ETB,Addis Ababa,Addis Ababa,Ethiopia,a5c167baf55d1adc,60ed6cc1781e978f,2024-01-06T05:00:09.802740
P000474,Tamrat,Berhe,1993-09-23,M,Ethiopian,government_employee,Employed,23836,ETB,Dire Dawa,Dire Dawa,Ethiopia,5e4a242f9bcdd832,ff63ba153bdd2fa8,2023-10-25T18:39:15.419286
P000475,Aschalew,Tekeste,2003-04-02,M,Ethiopian,software_engineer,Employed,31420,ETB,Dire Dawa,Dire Dawa,Ethiopia,a4bcf02116d5fa42,f70514623b5b6117,2023-11-08T20:14:14.478630
P000476,Abdi,Temesgen,1991-05-12,M,Ethiopian,teacher,,11421,ETB,Addis Ababa,Addis Ababa,Ethiopia,,3732aef57511688f,2022-09-28T12:34:37.029266
P000477,Paulos,Medhin,2000-11-30,M,Ethiopian,engineer,Employed,29774,ETB,Addis Ababa,Addis Ababa,Ethiopia,0275f5979e1efb5e,54b39b710f0425c1,2023-09-25T23:19:31.075732
P000478,Messeret,Gashaw,1990-11-04,F,Ethiopian,driver,Employed,7275,ETB,Gondar,Amhara,Ethiopia,e9d06444d987b91c,f98d29f97f144f13,2023-03-03T19:14:05.364715
P000479,Konjit,Teshome,2002-06-01,F,Other,driver,Employed,11763,ETB,Addis Ababa,Addis Ababa,Ethiopia,974b4d9622e69420,034bc5adb6cc57f0,2022-08-19T04:16:34.219356
P000480,Bekila,Seifu,1999-06-24,M,Ethiopian,student,Student,11061,ETB,Harar,Harari,Ethiopia,fcd2881ee8566385,17a8f7335a5fb161,2023-08-10T12:40:15.206933
P000481,Desalegn,Abdulahi,1992-05-22,M,Ethiopian,merchant,Self-Employed,29856,ETB,Addis Ababa,Addis Ababa,Ethiopia,7cac96f06d6a5560,d4e92b00069c9a79,2025-03-24T20:15:16.931229
P000482,Tarik,Yosef,2003-04-25,M,Ethiopian,merchant,Self-Employed,11968,ETB,Addis Ababa,Addis Ababa,Ethiopia,015f57c57eec582f,64d693f4588ba974,2022-12-12T11:28:26.092783
P000483,Hanna,Demerew,1990-05-22,F,Ethiopian,student,Student,2328,ETB,Nekemte,Oromia,Ethiopia,,b5cb36421d3f0125,2024-10-13T15:52:10.963508
P000484,Fedlu,Desalegn,2005-02-08,M,Other,farmer,Self-Employed,5460,ETB,Gondar,Amhara,Ethiopia,,e4cf5050894ebf8a,2022-07-17T13:41:34.215663
P000485,Elias,Tesfaye,1995-10-31,M,Ethiopian,unemployed,Unemployed,2000,ETB,Dessie,Amhara,Ethiopia,468b50873581160a,,2022-03-20T12:46:16.767390
P000486,Yafet,Tekeste,1972-03-08,M,Ethiopian,software_engineer,Employed,32915,ETB,Adama,Oromia,Ethiopia,975318c417977279,c6a6e4d6939d2cf8,2024-03-06T08:23:39.296770
P000487,Tadesse,Yafet,1975-07-30,M,Ethiopian,ngo_worker,Employed,19360,ETB,Arba Minch,SNNPR,Ethiopia,dcedfd6f0fa3a262,f5dc7b9d46cbbbc4,2022-12-23T21:33:19.896506
P000488,Petros,Kefyalew,1963-09-29,M,Ethiopian,nurse,Employed,12650,ETB,Hawassa,Sidama,Ethiopia,ae5a4572a575f9ae,,2024-05-25T20:45:26.803038
P000489,Sinetebeb,Abate,1987-03-07,F,Ethiopian,merchant,Self-Employed,18250,ETB,Debre Birhan,Amhara,Ethiopia,f07573b27089ec1d,e0edb3937450ed1f,2024-05-23T18:08:29.160378
P000490,Konjit,Kirubel,2002-11-10,F,Ethiopian,cashier,Employed,11387,ETB,Arba Minch,SNNPR,Ethiopia,1cb1651d5f3832d9,e8b9f8dac858d111,2025-12-09T00:16:03.333634
P000491,Beletshachew,Gebre-Meskel,1994-09-07,F,Ethiopian,business_owner,Self-Employed,37460,ETB,Addis Ababa,Addis Ababa,Ethiopia,28fd7f544d5d1044,5dd90d5706b1b589,2022-09-05T00:07:40.930783
P000492,Saba,Yohannes,1971-09-22,F,Ethiopian,student,Student,3908,ETB,Hawassa,Sidama,Ethiopia,79c7f91f61e09971,e5a08fad2072ab50,2022-02-14T00:18:43.420971
P000493,Abeba,Admasu,2006-11-04,F,Ethiopian,unemployed,Unemployed,2000,ETB,Debre Birhan,Amhara,Ethiopia,0d5ceb0f4feb7e72,94b6cfb80e7af5c2,2023-07-23T11:14:24.628125
P000494,Aron,Tamrat,1976-02-11,M,Ethiopian,teacher,Employed,9853,ETB,Addis Ababa,Addis Ababa,Ethiopia,c32e8e8137a186ef,4fc6ffcb6885b9fb,2024-05-13T09:47:41.834563
P000495,Aberash,Jemal,1999-08-01,F,Ethiopian,student,Student,3309,ETB,Addis Ababa,Addis Ababa,Ethiopia,740210a045cd8739,8fa4fb24ad45c9fc,2022-12-14T08:22:17.425885
P000496,Alemitu,Mekonnen,1997-01-21,F,Ethiopian,government_employee,Employed,8510,ETB,Bishoftu,Oromia,Ethiopia,78c8874038976311,a4d2fc3130e0dd86,2023-03-11T08:08:41.930558
P000497,Yidnekachew,Yohannes,1967-04-16,M,Ethiopian,engineer,,10710,ETB,Addis Ababa,Addis Ababa,Ethiopia,38e94c7d5f4b676a,d303804ea9f6137a,2022-06-11T02:29:04.640698
P000498,Addis,Thomas,1996-07-10,F,Ethiopian,driver,Employed,14734,ETB,Addis Ababa,Addis Ababa,Ethiopia,8f2b010a06403cf7,ca42a207a0c083e9,2024-12-09T01:27:02.295816
P000499,Alemu,Samson,1992-02-25,M,Ethiopian,student,Student,5019,ETB,Dessie,Amhara,Ethiopia,7a7ead98ffdb3a13,a4802ff1b1203c09,2022-11-21T11:18:32.764429
P000500,Amsalu,Girmachew,1983-11-11,F,Ethiopian,government_employee,,3690,ETB,Nekemte,Oromia,Ethiopia,14031172d9994eb9,2c17aafb51472627,2023-09-08T08:56:21.717920
P000501,Aklil,Sofonyas,1996-07-27,F,Ethiopian,domestic_worker,Employed,7864,ETB,Addis Ababa,Addis Ababa,Ethiopia,092acbc5af580012,,2025-03-01T20:45:08.377807
P000502,Sefanit,Amha,1991-12-16,F,Ethiopian,driver,Employed,10563,ETB,Hawassa,Sidama,Ethiopia,e7cde16177270613,,2022-01-12T07:20:02.532958
P000503,Derartu,Gemechu,2001-09-18,F,Ethiopian,freelancer,Self-Employed,37511,ETB,Dessie,Amhara,Ethiopia,,89d10f23768db97c,2024-03-27T21:40:26.274021
P000504,Ayana,Adugna,1992-09-19,F,Ethiopian,security_guard,Employed,7713,ETB,Gondar,Amhara,Ethiopia,,4a1d1170b13da647,2022-03-25T00:42:22.798947
P000505,Lielt,Paulos,2002-09-19,F,Ethiopian,merchant,Self-Employed,25990,ETB,Shashamane,Oromia,Ethiopia,c1d4a18fd9e2f56b,b6cb1dfafd5cb255,2024-12-07T14:46:17.129473
P000506,Adey,Abel,1983-09-16,F,Ethiopian,software_engineer,Employed,22327,ETB,Addis Ababa,Addis Ababa,Ethiopia,193d017e4769bf79,86c38eabef328c1d,2025-01-04T08:19:28.421019
P000507,Sisay,Zerihun,1980-01-04,M,Ethiopian,day_laborer,Employed,4546,ETB,Addis Ababa,Addis Ababa,Ethiopia,48c04ed788c3874a,,2024-07-18T15:27:50.522043
P000508,Selamawit,Temesgen,1969-09-18,F,Ethiopian,teacher,Employed,10226,ETB,Bahir Dar,Amhara,Ethiopia,31ab1465315ad362,5cf522baaa16eeb3,2024-01-08T22:26:46.409026
P000509,Abaynesh,Gezahegn,1962-11-25,F,Ethiopian,nurse,Employed,13442,ETB,Jijiga,Somali,Ethiopia,921e44c3ac5fd6eb,404aad5599404648,2024-12-27T22:23:18.868441
P000510,Matheos,Mebratu,2006-10-09,M,Other,security_guard,Employed,8439,ETB,Adama,Oromia,Ethiopia,35dd7521477f761e,a8b1f9e136155954,2022-04-26T00:32:54.041002
P000511,Ali,Medhin,1963-06-14,M,Ethiopian,farmer,Self-Employed,5344,ETB,Adama,Oromia,Ethiopia,812921130947d6e7,57bc09964beede75,2024-01-12T09:19:13.042523
P000512,Fasika,Argaw,1990-02-15,F,Ethiopian,government_employee,Employed,15815,ETB,Adama,Oromia,Ethiopia,430a7f739c17df27,,2025-11-03T15:55:40.905518
P000513,Alemu,Bekele,1990-02-07,M,Ethiopian,lawyer,Employed,35428,ETB,Jimma,Oromia,Ethiopia,,b287be246684528a,2025-03-07T09:28:57.333232
P000514,Wolde-Giorgis,Desta,1980-06-21,M,Ethiopian,farmer,Self-Employed,6727,ETB,Asella,Oromia,Ethiopia,e5b4f8719cd91259,6e145d10582818c5,2024-10-22T08:04:40.968426
P000515,Behailu,Tadele,1998-10-21,M,Ethiopian,day_laborer,,2395,ETB,Addis Ababa,Addis Ababa,Ethiopia,05e902e41a6436be,fe8e4179f06758bb,2025-12-25T14:20:04.320240
P000516,Sintayehu,Chebude,2001-09-30,M,Ethiopian,freelancer,Self-Employed,17739,ETB,Shashamane,Oromia,Ethiopia,,1047914d202253b7,2025-08-05T04:58:40.559799
P000517,Afework,Abenet,1983-09-27,M,Ethiopian,merchant,Self-Employed,22462,ETB,Dessie,Amhara,Ethiopia,4666c0c068133542,a6b9cc03155615ee,2024-10-26T21:38:56.812580
P000518,Liya,Gizachew,1981-04-15,F,Ethiopian,business_owner,Self-Employed,84153,ETB,Sodo,SNNPR,Ethiopia,1f0ab742c1d18feb,d5d847f665e22335,2023-07-06T22:09:11.403525
P000519,Yafet,Kebede,1997-08-06,M,Ethiopian,student,Student,5799,ETB,Dire Dawa,Dire Dawa,Ethiopia,3ab10a4f102ebae2,5f14fe7c5ecdea20,2024-02-03T13:45:28.517493
P000520,Abaynesh,Michael,1996-12-26,F,Ethiopian,farmer,Self-Employed,8672,ETB,Mekelle,Tigray,Ethiopia,9609d6b7c1ca7203,0f57ec379e0f8a39,2023-08-18T19:59:12.305028
P000521,Senait,Andualem,1961-05-18,F,Ethiopian,nurse,Employed,6584,ETB,Bahir Dar,Amhara,Ethiopia,0f1d8e953d5d9646,24d50d7a89fa9f50,2022-06-08T09:16:36.013051
P000522,Endale,Nolawi,2006-01-25,M,Ethiopian,nurse,Employed,11861,ETB,Mekelle,Tigray,Ethiopia,37189f9ab8383e81,ade3f7390630d8c6,2025-03-31T22:03:36.583375
P000523,Husein,Siraj,1993-11-14,M,Ethiopian,teacher,Employed,14897,ETB,Dilla,SNNPR,Ethiopia,54ea567d81b37888,6ee3704f3fe3b30c,2024-05-12T16:35:40.523026
P000524,Netsanet,Asmamaw,1998-06-18,F,Ethiopian,freelancer,Self-Employed,15277,ETB,Addis Ababa,Addis Ababa,Ethiopia,79114ea286f27c28,,2022-05-02T09:05:57.381016
P000525,Andinet,Belete,2007-06-23,M,Ethiopian,engineer,Employed,15609,ETB,Mekelle,Tigray,Ethiopia,9caf5911ea343c0d,cac4fd0a0f4ff87a,2022-08-11T21:28:53.495778
P000526,Eskinder,Andualem,2000-05-24,M,Ethiopian,unemployed,,2526,ETB,Dire Dawa,Dire Dawa,Ethiopia,6d2305581aeecc74,50313f0781730444,2025-01-30T18:46:42.918908
P000527,Ruth,Kidus,1997-09-03,F,Ethiopian,student,Student,2085,ETB,Addis Ababa,Addis Ababa,Ethiopia,3d86badcffb0e1ac,61442b194fa902d8,2025-10-12T14:29:02.338654
P000528,Beletu,Daniel,1998-06-26,F,Ethiopian,driver,Employed,7533,ETB,Mekelle,Tigray,Ethiopia,bc4911113ed86fc3,1f5b96dcc976b006,2022-08-05T19:35:45.777561
P000529,Taitu,Moges,2007-03-05,F,Ethiopian,nurse,,21145,ETB,Sodo,SNNPR,Ethiopia,89639b4a31aa4c5b,3af293dbc4c5f40c,2024-09-01T18:03:16.266851
P000530,Girum,Bemnet,2000-06-09,M,Ethiopian,security_guard,Employed,3227,ETB,Shashamane,Oromia,Ethiopia,5bc09aa60a1fe9be,934f6d74886766a2,2023-03-23T06:31:48.664148
P000531,Bilen,Gedion,1971-02-14,F,Ethiopian,student,Student,3481,ETB,Gondar,Amhara,Ethiopia,f6b2e38b4027a354,63ac3c9b8bde7d60,2024-12-20T00:46:26.346451
P000532,Amsalu,Yafet,1972-09-09,F,Other,nurse,Employed,49142,ETB,Addis Ababa,Addis Ababa,Ethiopia,cf46c7c54fab5d87,14d1d2a838c3cbf6,2022-06-20T15:54:57.095913
P000533,Isayas,Caleb,1979-09-05,M,Ethiopian,farmer,Self-Employed,10686,ETB,Jimma,Oromia,Ethiopia,a6c67f9e8fbeb15b,ef4a87203549d1ad,2022-02-16T22:39:42.289448
P000534,Yohanna,Sebhat,1999-06-22,F,Ethiopian,student,Student,9260,ETB,Mekelle,Tigray,Ethiopia,451772b1b2f47d4a,dfe43a82bf260461,2022-11-20T21:04:58.509194
P000535,Worku,Zewdu,1985-09-22,M,Ethiopian,teacher,Employed,17698,ETB,Jijiga,Somali,Ethiopia,a2064fcdfc66c7ba,5b4012bd9d12c2f9,2024-10-14T16:39:30.587082
P000536,Zelalem,Tamrat,1977-03-15,M,Ethiopian,student,Student,4593,ETB,Bahir Dar,Amhara,Ethiopia,0757617beeea64e4,9ffc2a4e56666368,2023-06-19T00:36:56.465876
P000537,Bezawit,Biruk,1975-03-24,F,Ethiopian,teacher,Employed,16374,ETB,Addis Ababa,Addis Ababa,Ethiopia,8fe46daad946af8f,3d272e8bcea27f45,2025-10-03T11:15:58.925878
P000538,Yidnekachew,Abay,1962-05-29,M,Ethiopian,nurse,Employed,9618,ETB,Mekelle,Tigray,Ethiopia,3fe3041a52679d42,18442499ebac28e5,2023-05-19T16:09:50.491066
